20 20
1.99 1 46.03
0.16 1 348.92
3.36 1 287.46
2.17 1 243.84
3.97 1 158.73
0.93 1 440.14
3.82 1 178.34
4.95 1 289.8
3.72 1 423.43
0.61 1 450.01
2.21 1 240.0
3.67 1 278.62
2.94 1 14.6
1.43 1 136.4
4.89 1 202.19
1.87 1 165.1
3.29 1 61.94
2.26 1 272.14
1.12 1 87.36
4.68 1 456.76
0.44 1 379.8
2.06 1 108.82
4.2 1 330.09
1.02 1 252.38
2.82 1 204.98
1.76 1 344.5
1.34 1 59.01
4.28 1 52.82
1.18 1 81.29
2.5 1 409.52
0.09 1 54.87
4.53 1 101.46
1.85 1 464.23
4.99 1 201.27
0.72 1 241.97
1.05 1 36.0
0.17 1 349.01
2.93 1 415.7
2.76 1 123.85
2.17 1 445.71
0.56 1 124.22
0.52 1 401.22
1.39 1 176.41
1.14 1 195.27
3.67 1 170.67
1.57 1 210.12
0.31 1 435.13
0.38 1 370.39
0.51 1 425.72
4.44 1 143.18
1.68 1 4.4
1.4 1 224.02
0.7 1 63.18
1.89 1 347.02
3.32 1 8.85
0.55 1 179.46
1.91 1 161.48
2.31 1 320.0
0.99 1 439.36
1.3 1 153.68
1.46 1 68.03
2.12 1 430.29
2.71 1 276.12
3.85 1 191.18
3.82 1 323.91
1.86 1 437.74
3.19 1 184.65
2.51 1 339.35
0.88 1 161.16
1.0 1 449.51
2.87 1 29.76
3.68 1 46.87
3.95 1 40.22
0.78 1 410.94
3.46 1 164.09
2.34 1 367.31
4.16 1 411.23
1.97 1 405.15
1.32 1 226.08
4.24 1 270.64
2.41 1 268.43
3.99 1 474.57
1.47 1 1.19
1.64 1 247.15
1.98 1 163.25
4.67 1 450.72
0.3 1 291.3
1.02 1 406.18
3.36 1 48.49
0.08 1 84.69
2.79 1 425.05
4.58 1 150.21
4.24 1 288.56
4.76 1 333.46
0.21 1 32.6
0.45 1 166.22
0.49 1 167.84
3.64 1 162.09
3.6 1 397.33
2.08 1 223.43
4.07 1 232.93
4.56 1 267.33
0.54 1 60.89
0.65 1 237.3
2.54 1 184.1
0.9 1 472.49
2.93 1 35.48
1.7 1 131.78
2.38 1 450.95
2.15 1 297.23
0.36 1 91.86
3.05 1 49.82
0.39 1 142.08
4.92 1 120.06
3.48 1 157.66
4.18 1 348.64
0.13 1 71.07
3.68 1 387.39
4.53 1 131.41
2.57 1 414.01
0.71 1 68.09
3.03 1 290.59
4.63 1 106.28
0.51 1 209.77
1.15 1 97.25
3.27 1 258.59
1.14 1 499.01
3.34 1 155.77
3.03 1 94.39
2.47 1 380.03
4.0 1 43.43
0.09 1 45.08
1.32 1 325.39
1.73 1 267.04
3.11 1 130.15
4.26 1 150.45
3.2 1 353.43
4.86 1 404.78
4.42 1 216.48
0.25 1 299.7
2.35 1 114.03
3.54 1 144.16
1.9 1 284.92
4.75 1 347.18
