20 20
3.97 1 35.03
2.52 1 481.09
1.71 1 147.03
3.54 1 145.85
1.15 1 452.9
2.97 1 361.81
3.86 1 232.04
1.83 1 322.19
2.11 1 19.31
2.02 1 483.46
2.68 1 423.49
3.93 1 225.56
4.12 1 382.99
3.99 1 328.94
1.76 1 295.78
2.97 1 317.98
4.04 1 396.65
1.52 1 437.67
0.22 1 337.83
4.87 1 184.22
2.43 1 102.48
0.66 1 174.97
0.17 1 250.81
2.28 1 194.79
0.93 1 120.51
4.92 1 33.94
0.22 1 490.04
2.57 1 231.92
3.91 1 367.35
2.67 1 424.73
0.15 1 38.02
0.77 1 40.61
4.51 1 397.81
0.92 1 359.46
0.86 1 488.65
4.13 1 155.2
1.29 1 482.42
1.23 1 15.89
4.9 1 255.8
3.57 1 257.51
4.06 1 291.11
4.74 1 398.66
1.41 1 88.03
1.25 1 308.05
2.75 1 153.92
2.68 1 410.87
4.61 1 191.24
0.02 1 13.55
1.57 1 149.33
1.57 1 227.64
4.68 1 315.34
4.0 1 442.42
3.66 1 58.6
0.55 1 424.19
2.74 1 437.85
1.76 1 308.92
2.4 1 416.17
4.96 1 285.12
0.91 1 209.56
2.82 1 476.6
1.3 1 428.53
1.7 1 366.17
0.23 1 487.56
1.93 1 274.94
0.87 1 63.51
3.31 1 352.87
2.58 1 17.73
1.82 1 55.02
0.88 1 376.2
4.17 1 388.93
2.51 1 466.08
1.54 1 86.56
3.56 1 416.21
0.58 1 82.55
3.92 1 360.53
3.87 1 479.9
1.93 1 382.21
1.71 1 70.44
2.19 1 362.14
0.08 1 291.29
3.25 1 180.52
0.09 1 89.68
2.9 1 134.45
2.81 1 122.13
0.42 1 494.24
1.5 1 165.05
1.57 1 34.59
2.17 1 422.73
0.92 1 74.06
4.51 1 496.32
4.36 1 383.74
1.62 1 279.29
4.31 1 58.28
3.24 1 137.22
0.73 1 465.77
3.51 1 464.1
3.88 1 208.62
4.45 1 386.05
4.89 1 6.66
2.0 1 7.88
2.6 1 38.64
2.66 1 217.04
2.17 1 423.36
1.03 1 135.12
3.68 1 258.16
1.7 1 370.69
3.13 1 485.13
