20 20
4.25 1 497.66
1.8 1 308.84
1.72 1 261.95
1.43 1 22.26
0.8 1 121.48
3.31 1 183.96
3.82 1 348.47
2.58 1 238.41
1.51 1 120.07
4.69 1 463.26
2.2 1 316.76
4.63 1 314.1
1.52 1 455.96
4.39 1 124.6
4.62 1 74.79
1.64 1 465.55
2.76 1 28.14
0.14 1 46.98
2.45 1 83.78
3.89 1 235.4
0.69 1 384.43
4.65 1 430.79
4.2 1 42.28
1.04 1 54.93
2.1 1 116.0
3.0 1 182.78
1.2 1 170.63
2.5 1 340.64
4.5 1 434.08
1.34 1 488.45
3.41 1 43.44
4.2 1 169.19
4.7 1 151.94
0.27 1 132.33
2.7 1 231.02
3.03 1 420.99
2.89 1 496.04
3.54 1 467.85
2.65 1 320.59
3.51 1 361.61
3.07 1 187.98
3.08 1 67.49
2.42 1 397.95
1.14 1 192.2
0.1 1 284.63
4.04 1 114.22
2.25 1 407.84
1.3 1 75.4
4.39 1 208.21
4.68 1 87.93
1.96 1 468.04
4.34 1 305.11
1.82 1 100.62
4.59 1 307.28
0.26 1 28.33
4.88 1 369.03
1.72 1 59.26
0.04 1 150.2
3.82 1 11.6
0.12 1 93.91
2.38 1 72.35
1.25 1 483.69
2.72 1 363.72
4.7 1 256.66
4.27 1 340.09
4.75 1 481.5
0.06 1 36.19
3.79 1 41.42
3.73 1 190.18
4.26 1 332.34
0.44 1 242.35
1.86 1 184.77
2.12 1 453.86
3.37 1 207.72
3.53 1 289.13
1.4 1 299.24
4.52 1 296.15
3.54 1 267.77
2.57 1 294.63
1.55 1 31.16
4.3 1 125.81
3.5 1 170.7
3.09 1 17.85
1.18 1 327.39
4.74 1 297.51
1.19 1 97.49
4.02 1 399.57
1.62 1 159.35
2.59 1 304.06
1.84 1 448.14
0.21 1 171.53
1.32 1 221.6
1.88 1 24.16
0.17 1 421.42
1.11 1 383.8
4.18 1 21.44
4.54 1 445.65
3.65 1 485.71
2.54 1 82.65
0.21 1 356.12
2.9 1 376.28
4.11 1 264.53
2.81 1 208.76
3.5 1 0.94
2.12 1 18.83
2.95 1 361.32
3.32 1 48.19
0.21 1 342.13
4.9 1 26.98
0.41 1 454.33
3.81 1 101.88
4.49 1 211.09
2.28 1 349.23
2.74 1 244.54
1.68 1 273.75
0.56 1 93.76
0.89 1 266.87
1.08 1 339.12
2.41 1 291.64
0.43 1 23.08
0.06 1 22.8
3.4 1 248.8
4.54 1 454.7
0.58 1 339.61
3.28 1 133.04
4.31 1 347.59
2.11 1 346.84
1.88 1 453.12
2.4 1 72.38
4.67 1 309.79
4.17 1 29.66
1.01 1 383.28
3.24 1 353.18
2.87 1 100.68
3.25 1 280.03
4.61 1 304.25
2.92 1 368.34
3.62 1 186.69
1.73 1 234.49
2.52 1 233.73
2.64 1 23.58
4.28 1 451.77
1.12 1 412.02
1.56 1 82.68
2.46 1 314.78
2.08 1 375.27
3.66 1 276.91
4.93 1 201.61
4.65 1 416.52
0.05 1 389.77
0.83 1 144.22
0.99 1 484.76
0.6 1 241.43
0.71 1 78.53
1.75 1 137.35
2.09 1 100.77
1.39 1 366.57
4.46 1 480.83
1.19 1 161.79
1.84 1 277.6
0.11 1 483.15
1.24 1 300.16
3.02 1 326.87
3.45 1 8.97
2.53 1 269.73
4.07 1 155.68
0.2 1 228.2
1.41 1 136.59
3.27 1 76.03
3.41 1 95.86
4.9 1 457.11
2.34 1 338.97
4.82 1 456.23
0.48 1 242.44
1.0 1 356.99
1.51 1 271.57
2.97 1 376.77
4.19 1 294.17
1.31 1 116.35
4.2 1 465.31
4.58 1 279.29
0.81 1 103.24
3.38 1 403.9
4.23 1 292.75
3.88 1 15.29
0.91 1 224.4
3.55 1 422.19
3.32 1 165.04
1.46 1 162.15
1.06 1 282.0
0.13 1 68.82
4.74 1 286.73
2.5 1 225.68
0.19 1 249.75
0.14 1 93.68
0.53 1 409.97
1.81 1 97.86
4.46 1 58.34
0.36 1 78.08
0.94 1 89.12
4.37 1 412.97
0.98 1 346.7
2.67 1 417.25
2.83 1 0.92
4.01 1 158.19
2.65 1 313.19
4.6 1 105.33
1.99 1 97.43
2.05 1 157.55
3.81 1 421.51
1.58 1 185.88
3.65 1 99.42
4.33 1 249.2
3.62 1 439.69
3.88 1 327.87
0.71 1 408.29
1.61 1 168.96
0.32 1 281.06
3.83 1 365.24
0.67 1 194.88
4.28 1 244.47
2.93 1 419.26
1.24 1 130.85
1.25 1 294.61
4.65 1 429.43
0.46 1 15.7
4.27 1 145.74
2.5 1 174.88
1.45 1 203.49
1.08 1 385.39
2.15 1 488.78
2.73 1 100.59
0.64 1 144.69
3.03 1 39.26
3.34 1 64.0
3.62 1 103.41
4.54 1 206.82
2.11 1 253.05
2.79 1 248.15
3.22 1 348.11
2.5 1 113.07
2.16 1 16.88
3.23 1 400.56
1.03 1 92.83
4.35 1 237.29
3.02 1 319.71
2.8 1 394.21
4.48 1 136.3
2.47 1 346.28
4.27 1 84.0
3.38 1 475.31
1.29 1 137.2
3.62 1 322.13
2.71 1 454.91
0.34 1 4.05
3.97 1 409.92
2.17 1 92.78
0.99 1 476.18
2.03 1 185.11
0.7 1 9.83
1.2 1 385.4
2.61 1 119.68
1.6 1 387.8
0.85 1 197.59
4.39 1 205.12
2.34 1 453.71
1.8 1 276.29
1.09 1 325.9
1.3 1 343.19
0.74 1 270.3
4.74 1 56.0
1.87 1 15.25
4.94 1 127.93
