20 20
1.62 2 248.38
1.54 2 343.78
0.35 2 203.77
3.77 2 428.43
2.94 2 101.96
2.83 2 358.15
1.39 2 128.67
3.38 2 163.21
2.09 2 234.39
0.3 2 480.21
0.38 2 38.21
4.27 2 323.13
3.65 2 119.79
0.09 2 386.2
2.12 2 406.96
3.04 2 240.51
4.58 2 441.37
1.88 2 310.47
0.25 2 42.91
4.08 2 166.47
2.28 2 53.14
4.25 2 437.97
4.07 2 410.79
2.62 2 428.26
0.85 2 20.0
2.71 2 495.83
1.87 2 425.74
4.52 2 339.0
1.68 2 163.54
2.44 2 137.69
1.02 2 285.76
3.77 2 282.03
0.34 2 410.55
2.82 2 402.53
3.54 2 153.21
3.16 2 238.95
3.41 2 395.52
1.45 2 110.87
1.88 2 134.9
2.64 2 490.09
4.43 2 54.92
3.43 2 179.78
1.34 2 366.17
4.48 2 99.6
4.15 2 52.77
1.27 2 65.86
2.5 2 467.88
0.7 2 275.37
0.7 2 34.08
2.66 2 170.19
0.18 2 410.99
1.44 2 17.09
2.83 2 223.74
0.09 2 241.85
4.8 2 101.89
1.68 2 442.46
0.42 2 355.06
3.25 2 325.6
3.17 2 74.0
4.87 2 380.19
1.28 2 387.55
0.18 2 482.66
1.61 2 128.06
3.42 2 443.01
4.36 2 473.21
2.44 2 490.33
1.6 2 197.43
3.06 2 414.92
2.95 2 137.72
1.89 2 408.94
0.92 2 496.74
0.21 2 266.15
2.47 2 243.61
0.94 2 329.14
2.24 2 59.77
1.0 2 46.2
1.57 2 54.63
2.33 2 118.55
2.67 2 485.6
3.19 2 366.07
1.08 2 247.71
3.53 2 325.12
0.89 2 2.08
3.32 2 280.97
4.97 2 261.69
3.26 2 90.84
0.58 2 319.86
0.85 2 159.71
1.26 2 357.54
2.79 2 293.32
1.17 2 208.2
4.96 2 1.63
4.9 2 457.85
1.13 2 383.79
1.27 2 408.13
2.91 2 428.91
1.71 2 86.99
4.0 2 338.65
2.45 2 401.97
1.95 2 73.99
0.6 2 275.22
3.34 2 452.26
0.31 2 136.83
2.18 2 481.64
3.83 2 209.99
0.19 2 134.58
4.52 2 278.2
0.36 2 146.09
0.86 2 441.63
2.01 2 0.74
0.06 2 231.73
2.18 2 129.97
2.32 2 88.82
4.66 2 191.56
1.87 2 485.43
0.25 2 404.21
1.46 2 469.8
0.74 2 199.86
2.83 2 340.48
4.51 2 129.79
2.6 2 440.26
2.64 2 144.03
3.57 2 36.01
1.31 2 14.22
0.53 2 365.67
1.78 2 496.29
1.77 2 73.63
4.48 2 213.36
2.02 2 2.98
3.45 2 2.91
0.7 2 499.69
4.3 2 450.08
3.49 2 33.09
0.99 2 43.24
4.26 2 153.48
4.35 2 91.71
4.63 2 254.76
4.4 2 384.14
3.46 2 447.67
3.8 2 244.81
3.57 2 88.56
0.45 2 150.48
1.67 2 96.18
1.31 2 181.72
4.77 2 116.97
0.87 2 141.67
1.32 2 340.01
1.73 2 240.75
0.5 2 113.57
0.75 2 145.19
1.08 2 336.51
4.23 2 426.71
4.14 2 96.23
4.98 2 178.38
4.38 2 34.96
1.68 2 493.98
2.0 2 497.16
1.13 2 85.46
1.02 2 441.77
4.95 2 284.62
2.45 2 81.71
4.94 2 246.85
1.35 2 271.16
3.07 2 269.06
3.85 2 352.24
2.81 2 158.9
4.21 2 29.97
1.55 2 227.5
2.93 2 140.14
2.23 2 495.79
4.94 2 173.9
2.35 2 24.39
0.8 2 140.94
0.68 2 170.07
0.38 2 68.3
4.8 2 202.81
3.12 2 111.51
1.77 2 487.4
3.63 2 84.73
2.05 2 317.89
1.85 2 364.97
0.03 2 357.2
2.81 2 325.88
4.34 2 55.82
4.63 2 167.7
1.79 2 435.03
0.93 2 414.61
4.73 2 106.44
0.72 2 245.03
2.83 2 327.68
4.44 2 95.63
0.87 2 188.83
1.16 2 159.19
3.09 2 413.15
2.95 2 281.08
2.95 2 107.27
2.83 2 291.64
2.77 2 300.93
4.0 2 322.04
1.77 2 98.03
4.52 2 271.06
2.67 2 164.39
1.99 2 205.66
3.51 2 241.92
1.73 2 326.36
1.56 2 216.79
1.67 2 56.76
4.98 2 278.93
0.92 2 0.16
2.41 2 453.26
1.08 2 78.09
1.36 2 495.21
1.23 2 161.29
4.19 2 494.62
0.42 2 111.67
0.72 2 468.71
1.76 2 284.22
4.03 2 143.74
0.93 2 275.01
2.01 2 168.36
1.23 2 127.53
4.95 2 243.02
3.27 2 433.9
0.54 2 281.9
3.54 2 227.4
0.67 2 163.37
4.62 2 142.36
2.65 2 235.46
