20 20
3.57 1 271.56
1.18 1 399.73
1.51 1 18.12
2.12 1 450.05
4.42 1 241.78
0.63 1 423.68
3.72 1 429.63
3.76 1 296.21
0.64 1 3.95
1.02 1 473.54
4.07 1 300.35
3.05 1 118.41
4.41 1 142.48
0.03 1 271.64
1.56 1 179.81
0.47 1 207.12
0.32 1 286.83
1.17 1 311.7
2.55 1 138.33
1.79 1 93.55
1.91 1 294.7
4.89 1 336.88
1.13 1 71.07
1.91 1 448.36
3.83 1 216.52
4.9 1 497.18
1.82 1 367.47
3.6 1 487.18
4.69 1 398.34
3.93 1 343.02
2.62 1 353.31
1.82 1 379.65
1.24 1 242.67
1.83 1 80.11
4.21 1 481.7
1.23 1 315.24
4.07 1 359.28
1.74 1 407.28
0.83 1 224.57
2.5 1 337.84
0.86 1 412.54
4.04 1 456.45
0.99 1 128.96
2.6 1 397.93
0.3 1 332.53
1.28 1 302.66
0.55 1 458.55
2.6 1 337.19
3.2 1 288.89
2.97 1 251.65
2.99 1 82.46
2.55 1 79.24
4.9 1 236.15
3.25 1 10.9
1.82 1 483.18
1.86 1 471.97
0.41 1 156.24
1.2 1 403.44
0.01 1 184.76
3.15 1 280.21
2.22 1 413.51
1.38 1 477.76
4.09 1 266.95
2.48 1 309.09
3.69 1 193.15
2.09 1 279.52
1.87 1 274.59
1.05 1 233.06
3.87 1 270.66
0.67 1 186.94
2.6 1 397.48
0.86 1 329.69
1.91 1 18.72
4.08 1 464.32
4.52 1 280.98
0.13 1 423.51
2.85 1 233.0
0.23 1 300.87
2.0 1 415.9
4.48 1 56.21
1.92 1 191.15
0.03 1 319.69
0.54 1 7.78
3.79 1 358.44
3.05 1 337.94
4.99 1 427.75
3.14 1 410.95
3.02 1 360.51
4.76 1 246.43
0.19 1 358.51
3.11 1 140.74
4.56 1 278.18
4.65 1 432.07
3.63 1 229.31
2.6 1 428.11
4.14 1 429.25
4.18 1 276.97
1.71 1 147.19
3.57 1 451.5
1.92 1 401.34
3.34 1 348.61
1.23 1 252.11
1.27 1 221.63
3.95 1 116.97
1.93 1 303.64
0.53 1 30.24
4.3 1 363.72
4.74 1 492.39
2.16 1 482.17
0.03 1 253.37
0.31 1 355.19
4.49 1 66.9
2.25 1 271.35
2.97 1 460.93
1.51 1 297.87
1.05 1 111.42
0.94 1 436.04
4.26 1 190.5
0.38 1 376.31
4.25 1 481.84
4.66 1 86.9
1.69 1 475.47
4.45 1 461.4
4.87 1 174.46
4.92 1 374.89
2.45 1 326.97
4.08 1 387.91
2.16 1 354.81
4.71 1 482.31
2.2 1 243.26
0.47 1 157.79
4.96 1 41.17
3.04 1 320.33
2.58 1 272.08
0.28 1 300.72
2.92 1 332.92
4.92 1 183.99
4.64 1 419.66
4.44 1 217.73
4.45 1 190.65
2.6 1 178.33
1.5 1 158.8
0.27 1 146.51
3.48 1 205.78
4.94 1 323.72
1.45 1 96.17
4.13 1 384.09
0.26 1 7.33
3.06 1 483.51
3.04 1 377.23
0.08 1 9.0
4.11 1 263.09
4.88 1 489.89
3.06 1 178.45
0.8 1 105.39
4.45 1 70.81
1.15 1 363.75
4.48 1 460.39
4.06 1 105.02
1.11 1 209.13
2.93 1 396.41
0.3 1 349.77
1.67 1 469.31
4.58 1 270.27
2.45 1 22.47
1.13 1 492.73
2.36 1 442.66
3.21 1 203.93
3.45 1 99.82
3.27 1 331.83
0.63 1 190.54
2.13 1 16.23
1.44 1 30.79
0.48 1 191.12
4.78 1 417.63
4.71 1 384.52
3.01 1 346.5
0.32 1 220.45
3.04 1 149.2
2.79 1 22.59
3.83 1 301.66
0.19 1 398.68
4.82 1 130.93
3.86 1 494.53
3.79 1 301.07
0.72 1 24.92
4.23 1 176.12
3.31 1 354.31
2.41 1 404.87
1.94 1 17.05
2.66 1 442.53
0.17 1 102.41
2.91 1 292.91
4.17 1 94.92
4.72 1 113.93
3.5 1 156.27
4.29 1 441.84
3.01 1 448.17
2.32 1 473.72
2.54 1 190.4
1.64 1 317.56
3.09 1 427.65
2.74 1 62.46
2.15 1 82.87
4.64 1 280.75
4.85 1 264.45
4.94 1 72.33
4.13 1 154.13
1.25 1 84.02
2.62 1 495.22
4.88 1 191.4
2.27 1 171.71
2.19 1 131.22
1.77 1 281.81
3.19 1 265.61
0.72 1 47.15
1.49 1 194.18
1.99 1 375.32
4.82 1 433.44
4.17 1 140.2
2.53 1 9.07
3.98 1 165.11
4.96 1 408.65
4.11 1 436.0
4.51 1 331.62
1.94 1 461.3
0.37 1 167.01
0.11 1 80.98
1.76 1 25.69
1.97 1 81.37
1.59 1 311.75
0.43 1 475.99
1.71 1 352.81
2.55 1 199.24
2.34 1 38.01
2.59 1 238.75
2.22 1 99.18
0.86 1 150.9
3.99 1 200.02
0.92 1 303.01
1.31 1 69.83
0.5 1 88.62
2.28 1 305.27
3.83 1 209.12
4.3 1 281.8
1.83 1 77.24
4.64 1 178.54
1.87 1 367.65
3.43 1 105.18
3.03 1 242.89
4.6 1 336.43
2.13 1 240.93
4.35 1 204.37
4.23 1 264.83
2.39 1 318.57
4.43 1 479.72
0.33 1 247.88
0.67 1 347.57
2.98 1 371.61
3.8 1 58.91
2.75 1 121.37
2.34 1 187.1
1.46 1 120.55
0.63 1 419.97
0.55 1 351.09
2.2 1 258.17
